,file,size(byte),size(B),size(MB),size(GB),atime,mtime,ctime
320,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d6\a7cf7c1a3b9281332da808f84a62a057ff4f13,182,22.8,2.84,0.355,2022-08-30 01:32:31,2022-07-25 01:03:40,2022-07-25 01:03:40
321,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d6\b9e05f6dd804b3b0eeebf483d7da9e9b799f5d,115,14.4,1.8,0.225,2022-08-20 19:05:38,2022-08-14 21:44:19,2022-08-14 21:44:19
322,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d8\00886d9c86731ae5c4a62b0b77c437015e00d2,18,2.2,0.28,0.035,2022-08-20 19:05:38,2022-08-15 17:05:49,2022-08-15 17:05:49
323,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d8\158b7d1644345401099e671aee38bbc23d9f71,149,18.6,2.33,0.291,2022-08-20 19:05:38,2022-08-02 14:50:48,2022-08-02 14:50:48
324,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d8\2434ae2a4b5106323add786602e4a467ec2069,2442,305.2,38.16,4.77,2022-08-20 19:05:39,2022-07-31 16:29:56,2022-07-31 16:29:56
325,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d8\de3877728a1d37a9b82f2e456691958db0c744,4407,550.9,68.86,8.607,2022-08-20 19:05:39,2022-08-05 21:07:56,2022-08-05 21:07:56
326,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d9\f0f1db6163e48f33fc4dcc3a91b41183d77dd6,115,14.4,1.8,0.225,2022-08-20 19:05:39,2022-07-31 20:16:23,2022-07-31 20:16:23
327,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\da\35ed297b04bbc8490730416902a4ba6c51a380,1341,167.6,20.95,2.619,2022-08-20 19:05:39,2022-08-06 00:51:51,2022-08-06 00:51:51
328,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\db\2214ec7ce83e419ff2ff9d0a7e8766f9ef2c05,188,23.5,2.94,0.367,2022-08-30 01:32:31,2022-07-31 09:51:01,2022-07-31 09:51:01
329,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\dc\6d42db2d6cc8973fc6d7dd2d326a4f6a8e22ae,51,6.4,0.8,0.1,2022-08-20 19:05:39,2022-07-25 17:44:07,2022-07-25 17:44:07
330,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\dc\84342b6770228d4b7f7f4a043641e88cd576de,689,86.1,10.77,1.346,2022-08-20 19:05:39,2022-07-24 15:37:00,2022-07-24 15:37:00
331,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\dd\73817981a7fe8e5a65ea72927998ea77e20e99,4488,561.0,70.12,8.766,2022-08-20 19:05:39,2022-08-06 00:51:51,2022-08-06 00:51:51
332,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\de\4e1906a20a292fb44ad9d2257016e0bdadd880,115,14.4,1.8,0.225,2022-08-20 19:05:39,2022-08-08 16:45:35,2022-08-08 16:43:10
333,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\de\b8bee437e5fad7f6e66347494174d1fea6b91e,3743,467.9,58.48,7.311,2022-08-30 00:31:10,2022-08-28 15:55:44,2022-08-28 15:55:44
334,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\df\134f4bbf996fa205998065f8c2aa867f3a2f4b,222,27.8,3.47,0.434,2022-08-20 19:05:39,2022-08-19 20:04:18,2022-08-19 20:04:18
335,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\df\574370cc6fbedd54e10406fb36b060124ff070,188,23.5,2.94,0.367,2022-08-30 01:32:31,2022-07-31 00:18:28,2022-07-31 00:18:28
336,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\df\cfd56f444f9ae40e1082c07fe254cc547136cf,2837,354.6,44.33,5.541,2022-08-20 19:05:39,2022-07-01 02:00:21,2022-07-01 02:00:21
337,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e0\e2a8ee26c9bff6a5fcd3bf93ab55e895cf3d5b,174,21.8,2.72,0.34,2022-08-30 01:32:31,2022-08-14 12:35:16,2022-08-14 12:35:16
338,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e0\fee028427921cf42cc5701fe02e1cf346b2998,1560,195.0,24.38,3.047,2022-08-20 19:05:39,2022-07-29 21:27:50,2022-07-29 21:27:50
339,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e0\ffa2efea051cce7d727a4d851f97d996e9d8e2,149,18.6,2.33,0.291,2022-08-20 19:05:39,2022-08-15 09:19:55,2022-08-15 09:19:55
340,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e1\4d2cc1105c4a19f3a33dff9aac688eaebdb477,148,18.5,2.31,0.289,2022-08-20 19:05:39,2022-08-05 21:07:56,2022-08-05 21:07:56
341,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e1\6b3a5d8a1c0d0ca0417e069585224924136b21,173,21.6,2.7,0.338,2022-08-30 01:32:31,2022-08-14 11:44:17,2022-08-14 11:44:17
342,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e2\33226311e9002697f9f82f24644538cef42f05,149,18.6,2.33,0.291,2022-08-20 19:05:39,2022-07-25 17:44:07,2022-07-25 17:44:07
343,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e2\6f3eb48364b36b72917a23e7b57ccd3804df28,188,23.5,2.94,0.367,2022-08-30 01:32:31,2022-07-30 21:41:52,2022-07-30 21:41:52
344,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e2\8d064e2d07f5b430698ab32c124e4e0f7031a8,1337,167.1,20.89,2.611,2022-08-20 19:05:39,2022-08-05 21:07:56,2022-08-05 21:07:56
345,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e3\56846a23db9bb9cf4e1956542a6f2b29d83087,3093,386.6,48.33,6.041,2022-08-20 19:05:39,2022-08-15 17:05:48,2022-08-15 17:05:48
346,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e3\8c69facde647c3bb54539ff5031a6bd4c763a9,3732,466.5,58.31,7.289,2022-08-30 01:32:54,2022-08-28 11:57:53,2022-08-28 11:57:53
347,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e4\a4d8c6a97310f0afbca587422f48e6fe49c27d,193,24.1,3.02,0.377,2022-08-30 01:32:31,2022-07-30 17:26:29,2022-07-30 17:26:29
348,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e4\bb5ece5e04701e343359aa5e9dc7941ae45a91,1874,234.2,29.28,3.66,2022-08-20 19:05:40,2022-08-13 18:11:13,2022-08-13 18:11:13
349,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e5\ccd332d96b1aef9f49a976a4a917afc31740a7,255,31.9,3.98,0.498,2022-08-30 00:31:10,2022-08-28 16:32:56,2022-08-28 16:32:56
350,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e6\9de29bb2d1d6434b8b29ae775ad8c2e48c5391,15,1.9,0.23,0.029,2022-08-20 19:05:40,2022-08-15 17:05:49,2022-07-24 15:37:00
351,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e6\dc054293463c70c5575f8d7366535d31210332,150,18.8,2.34,0.293,2022-08-28 16:32:59,2022-08-28 13:43:25,2022-08-28 13:43:25
352,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e7\185e00e101c05562c76abbc4d22c123652eea0,2288,286.0,35.75,4.469,2022-08-28 11:57:55,2022-08-27 01:14:19,2022-08-27 01:14:19
353,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e7\763111363bac7141b948c2f6caf75f8c30540c,4474,559.2,69.91,8.738,2022-08-20 19:05:40,2022-08-05 21:22:56,2022-08-05 21:22:56
354,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e7\889f75bd16064b1a4486a0839e6cfc5b06f659,176,22.0,2.75,0.344,2022-08-30 01:32:31,2022-08-28 15:55:44,2022-08-28 15:55:44
355,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e7\e834134c807174982ee9f62dc2035bc06631d8,149,18.6,2.33,0.291,2022-08-26 18:37:37,2022-08-21 11:50:18,2022-08-21 11:50:18
356,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e8\9f24d5f8e1a21cd4e187b26b5fe7243346f258,2274,284.2,35.53,4.441,2022-08-21 11:50:20,2022-08-19 20:16:03,2022-08-19 20:16:03
357,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e8\b036de821326ab253204ccb99740bb3f0e8b49,149,18.6,2.33,0.291,2022-08-20 19:05:40,2022-08-14 11:58:28,2022-08-14 11:58:28
358,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e8\e3bbd4ecfe71da1389d86dc19059ea306a2971,2145,268.1,33.52,4.189,2022-08-20 19:05:40,2022-08-14 12:35:15,2022-08-14 12:35:15
359,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e8\ee5ceaaf1a6294bc8c3eec00625dc0cb96118e,123,15.4,1.92,0.24,2022-08-20 19:05:40,2022-07-31 01:16:49,2022-07-31 01:16:49
360,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e9\ee3206473badefe7d298cbc7ea8d13bc9ffa3a,181,22.6,2.83,0.354,2022-08-30 01:32:31,2022-08-28 11:57:53,2022-08-28 11:57:53
361,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\eb\216ef25b1502227879abb7fcae1a85d196890b,5944,743.0,92.88,11.609,2022-08-20 19:05:40,2022-08-12 21:13:22,2022-08-12 21:13:22
362,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\eb\afc9ff2ef6dc2a251a9aff0c8c9a7222e9555a,2240,280.0,35.0,4.375,2022-08-20 19:05:40,2022-08-16 03:37:10,2022-08-16 03:37:10
363,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ec\201af88c1c7a55a158d929898f81a30466d916,202,25.2,3.16,0.395,2022-08-20 19:05:40,2022-08-19 20:16:03,2022-08-19 20:16:03
364,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ec\776056a3c6a68ad7a3687d8047a1972dcd1f9f,148,18.5,2.31,0.289,2022-08-20 19:05:40,2022-07-31 20:13:37,2022-07-31 20:13:37
365,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ec\d0d7fd464f277d0e9e42318fb99910b593fcbd,1976,247.0,30.88,3.859,2022-08-20 19:05:40,2022-08-14 11:25:39,2022-08-14 11:25:39
366,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ec\d833643ccd1f7cae3adb50d1fc9a46f0f9d751,115,14.4,1.8,0.225,2022-08-20 19:05:40,2022-08-05 19:03:49,2022-08-05 19:03:49
367,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f0\75eab865a26f579b7043819807c86f8ddc6cfb,115,14.4,1.8,0.225,2022-08-20 19:05:40,2022-07-31 19:19:15,2022-07-31 19:19:15
368,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f1\6ff38a966793c3880c610197418adbcee3b483,184,23.0,2.88,0.359,2022-08-30 01:32:31,2022-07-25 17:44:07,2022-07-25 17:44:07
369,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f1\9534e3e9e79ae192cb587478397acb546db2aa,3449,431.1,53.89,6.736,2022-08-20 19:05:40,2022-08-19 20:04:18,2022-08-19 20:04:18
370,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f2\642079d3e1be23348b04ed7ff0618c5e786d3b,149,18.6,2.33,0.291,2022-08-20 19:05:40,2022-08-14 11:44:17,2022-08-14 11:44:17
371,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f3\2c157946fea28e4b3db04206469676ae6bed88,174,21.8,2.72,0.34,2022-08-30 01:32:31,2022-08-13 18:11:13,2022-08-13 18:11:13
372,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f3\5850007f5d2d8c352822e729735f24f0978d24,91,11.4,1.42,0.178,2022-08-20 19:05:40,2022-07-30 17:23:35,2022-07-30 17:23:35
373,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f3\99dc87b6f69b815bf22a6bf9c125924e905a75,190,23.8,2.97,0.371,2022-08-30 01:32:31,2022-08-02 21:12:49,2022-08-02 21:12:49
374,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f4\03cd80388f7cce1a2678c5f1928b48f6e482b4,1719,214.9,26.86,3.357,2022-08-20 19:05:40,2022-07-31 22:17:34,2022-07-31 22:17:34
375,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f4\50ebf0968f33ef9ac6f3caf6b71fdc0e78f6be,115,14.4,1.8,0.225,2022-08-20 19:05:40,2022-08-12 21:13:22,2022-08-12 21:13:22
376,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f4\d6420f11151c55e3c3a99524cbca9b1cd901cd,149,18.6,2.33,0.291,2022-08-20 19:05:40,2022-07-29 20:41:30,2022-07-29 20:41:30
377,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f5\56458d30d9440f1c6da73b3824056b94eb0ef4,2103,262.9,32.86,4.107,2022-08-20 19:05:40,2022-08-14 11:59:41,2022-08-14 11:59:41
378,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f5\baa1255941e89d5c268dc3e66fc55f28d88d9d,194,24.2,3.03,0.379,2022-08-30 01:32:31,2022-08-19 20:16:03,2022-08-19 20:16:03
379,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f6\187c371a26338d8302710b5654ca9e172ed312,1356,169.5,21.19,2.648,2022-08-20 19:05:40,2022-08-05 20:47:45,2022-08-05 20:47:45
380,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f7\edfba2dfe419716d0ff7f51ee7dd61abf19ac0,149,18.6,2.33,0.291,2022-08-20 19:05:40,2022-07-31 01:16:49,2022-07-31 01:16:49
381,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f8\44225f5e8a1024f1e37b0c131ec19f29ba902b,2399,299.9,37.48,4.686,2022-08-28 15:58:26,2022-08-21 16:41:24,2022-08-21 16:41:24
382,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f9\e679576202d4e144b6c2cbd165ea2e6af8e334,150,18.8,2.34,0.293,2022-08-20 19:05:40,2022-08-12 21:13:22,2022-08-12 21:13:22
383,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\fa\2580bf2be66b9ada0ee9b37cdeba63c01c9c07,149,18.6,2.33,0.291,2022-08-20 19:05:40,2022-08-16 03:37:11,2022-08-16 03:37:11
384,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\fd\b4f5228daeeb394f60bc5471e83e60f37e2f95,120,15.0,1.88,0.234,2022-08-20 19:05:40,2022-07-01 13:16:02,2022-07-01 13:16:02
385,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\fe\ec205584a81b7542b46f7073119017c8234b6e,92,11.5,1.44,0.18,2022-08-20 19:05:41,2022-07-30 17:26:41,2022-07-30 17:26:41
386,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ff\3b6f845bf3b1bd25a57f688cab9e5f3808a5a8,149,18.6,2.33,0.291,2022-08-20 19:05:41,2022-08-05 19:03:49,2022-08-05 19:03:49
387,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ff\4b8547dd8bc3ee49c0a235e7b89980a806539c,94,11.8,1.47,0.184,2022-08-20 19:05:41,2022-07-31 19:19:15,2022-07-31 19:19:15
388,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ff\74d7bf273c532dcb04eb3e3f71010b6fbe1872,1102,137.8,17.22,2.152,2022-08-20 19:05:41,2022-08-02 19:05:10,2022-08-02 19:05:10
389,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\pack\pack-34296dff50a9c58277cb77587de752bddff7f8e8.idx,1184,148.0,18.5,2.312,2022-08-30 01:41:38,2022-07-01 01:41:52,2022-07-01 01:41:52
390,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\pack\pack-34296dff50a9c58277cb77587de752bddff7f8e8.pack,1320,165.0,20.62,2.578,2022-08-30 01:32:31,2022-07-01 01:41:52,2022-07-01 01:41:52
391,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\packed-refs,112,14.0,1.75,0.219,2022-08-30 01:41:38,2022-07-01 01:41:52,2022-07-01 01:41:52
392,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\refs\heads\main,41,5.1,0.64,0.08,2022-08-30 01:41:38,2022-08-28 16:32:56,2022-08-28 16:32:56
393,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\refs\remotes\origin\HEAD,30,3.8,0.47,0.059,2022-08-30 01:41:38,2022-08-30 01:32:30,2022-08-30 01:32:30
394,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\refs\remotes\origin\main,41,5.1,0.64,0.08,2022-08-30 01:41:38,2022-08-28 16:33:00,2022-08-28 16:33:00
395,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.gitignore,6589,823.6,102.95,12.869,2022-08-30 01:41:38,2022-07-29 20:40:31,2022-07-01 01:50:42
396,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.vscode\launch.json,510,63.8,7.97,0.996,2022-08-30 01:41:38,2022-08-21 10:20:13,2022-08-21 10:20:13
397,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\accessible_files_1.csv,172652,21581.5,2697.69,337.211,2022-08-30 01:41:19,2022-08-30 01:41:19,2022-08-30 01:41:19
398,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\LICENSE,1094,136.8,17.09,2.137,2022-08-26 18:50:31,2022-07-01 01:41:52,2022-07-01 01:41:52
399,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\Local-File-Backup.code-workspace,60,7.5,0.94,0.117,2022-08-21 16:20:59,2022-07-31 22:19:28,2022-07-24 13:55:00
400,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\README.md,9353,1169.1,146.14,18.268,2022-08-28 15:58:17,2022-08-21 16:40:54,2022-07-01 01:41:52
401,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\.git.zip,230634,28829.2,3603.66,450.457,2022-08-20 19:05:41,2022-08-12 20:09:44,2022-08-12 20:09:42
402,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\all_accessible_files_CD.txt,202530910,25316363.8,3164545.47,395568.184,2022-08-20 19:05:50,2022-07-31 01:13:24,2022-08-14 15:09:51
403,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\all_accessible_files_log.txt,38777,4847.1,605.89,75.736,2022-08-20 19:05:50,2022-07-30 17:29:35,2022-08-14 11:15:48
404,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\file_log_2022-08-14_110.txt,1382,172.8,21.59,2.699,2022-08-20 19:05:50,2022-08-14 14:06:36,2022-08-14 14:06:36
405,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\file_log_2022-08-14_111.txt,1520,190.0,23.75,2.969,2022-08-20 19:05:50,2022-08-14 14:08:56,2022-08-14 14:08:56
406,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-05_77.txt,25112,3139.0,392.38,49.047,2022-08-20 19:05:50,2022-08-05 20:33:05,2022-08-14 11:15:48
407,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-05_78.txt,22087,2760.9,345.11,43.139,2022-08-20 19:05:50,2022-08-05 20:53:33,2022-08-14 11:15:48
408,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-05_79.txt,22087,2760.9,345.11,43.139,2022-08-20 19:05:50,2022-08-05 20:55:02,2022-08-14 11:15:49
409,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-05_80.txt,40063,5007.9,625.98,78.248,2022-08-20 19:05:50,2022-08-05 20:56:32,2022-08-14 11:15:49
410,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-12_104.txt,19495,2436.9,304.61,38.076,2022-08-20 19:05:50,2022-08-12 21:03:29,2022-08-14 11:15:49
411,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-12_105.txt,19494,2436.8,304.59,38.074,2022-08-20 19:05:50,2022-08-12 21:05:53,2022-08-14 11:15:49
412,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_108.txt,21132,2641.5,330.19,41.273,2022-08-20 19:05:50,2022-08-14 11:15:49,2022-08-14 12:33:59
413,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_109.txt,20800,2600.0,325.0,40.625,2022-08-20 19:05:50,2022-08-14 12:33:59,2022-08-14 12:34:33
414,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_110.txt,20973,2621.6,327.7,40.963,2022-08-20 19:05:50,2022-08-14 12:34:33,2022-08-14 14:06:36
415,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_111.txt,21146,2643.2,330.41,41.301,2022-08-20 19:05:50,2022-08-14 14:06:36,2022-08-14 14:08:56
416,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_112.txt,22013,2751.6,343.95,42.994,2022-08-20 19:05:50,2022-08-14 14:08:56,2022-08-14 14:36:05
417,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_113.txt,22386,2798.2,349.78,43.723,2022-08-20 19:05:50,2022-08-14 14:36:05,2022-08-14 14:43:16
418,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_114.txt,22554,2819.2,352.41,44.051,2022-08-20 19:05:50,2022-08-14 14:43:16,2022-08-14 15:51:29
419,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_122.txt,24202,3025.2,378.16,47.27,2022-08-20 19:05:50,2022-08-14 15:51:29,2022-08-14 15:59:03
420,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_125.txt,24737,3092.1,386.52,48.314,2022-08-20 19:05:50,2022-08-14 15:59:03,2022-08-16 03:36:09
421,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_126.txt,22317,2789.6,348.7,43.588,2022-08-20 19:05:50,2022-08-14 16:09:09,2022-08-16 03:36:09
422,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\Multi_folder_copy_125.csv,3586,448.2,56.03,7.004,2022-08-20 19:05:50,2022-08-16 03:36:08,2022-08-16 03:36:08
423,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\src.zip,283896958,35487119.8,4435889.97,554486.246,2022-08-20 19:06:01,2022-08-12 20:09:51,2022-08-12 20:09:44
424,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_124.csv,107937,13492.1,1686.52,210.814,2022-08-27 15:22:11,2022-08-16 03:23:27,2022-08-16 03:23:27
425,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_2022-08-14_123.txt,67356,8419.5,1052.44,131.555,2022-08-20 19:06:01,2022-08-14 21:41:16,2022-08-14 21:41:16
426,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_ffc\ffc.pyw,6580,822.5,102.81,12.852,2022-08-20 19:06:01,2022-08-05 21:06:24,2022-08-05 21:06:24
427,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_ffc\test_ffc_1.zip,1703,212.9,26.61,3.326,2022-08-20 19:06:01,2022-08-05 21:00:30,2022-08-05 21:11:21
428,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_ffc.zip,1703,212.9,26.61,3.326,2022-08-20 19:06:01,2022-08-05 21:00:30,2022-08-05 21:00:30
